id,title,file_path
BR-FED-0002,Quicoffee: copo-cafeteira térmico : copo de café com capacidade de fervura da água para preparo da bebida,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Quicoffee__copo-cafeteira_t_rmico___copo_de_caf__c.pdf
BR-FED-0002,Conjunto para preparo de bebida vegetal,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Conjunto_para_preparo_de_bebida_vegetal.pdf
BR-FED-0002,Determinação eletroenzimática de glicerol em bebidas comerciais utilizando o eletrodo de oxigênio tipo Clark,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Determina__o_eletroenzim_tica_de_glicerol_em_bebid.pdf
BR-FED-0002,Desenvolvimento de cerveja sem glúten: revisão de literatura,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Desenvolvimento_de_cerveja_sem_gl_ten__revis_o_de_.pdf
BR-FED-0002,Elaboração de um plano de negócio para um drink truck,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Elabora__o_de_um_plano_de_neg_cio_para_um_drink_tr.pdf
BR-FED-0002,Da água se fez vinho; da cerveja se fez revolução: bebida alcoólica e cultura popular no México revolucionário,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Da__gua_se_fez_vinho__da_cerveja_se_fez_revolu__o_.pdf
BR-FED-0002,Ingestão alimentar e consumo alcoólico de adultos assistidos pelo Programa Médico de Família de Niterói - RJ: estudo Camélia,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Ingest_o_alimentar_e_consumo_alco_lico_de_adultos_.pdf
BR-FED-0002,A bebida de Ninkasi em terras tupiniquins: uma abordagem teórica da química de diferentes cervejas,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_A_bebida_de_Ninkasi_em_terras_tupiniquins__uma_abo.pdf
BR-FED-0002,Obtenção e caracterização química de extrato hidrossolúvel (leite vegetal) de semente de munguba (pachira aquatica) e sua aplicação no desenvolvimento de bebida fermentada,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_Obten__o_e_caracteriza__o_qu_mica_de_extrato_hidro.pdf
BR-FED-0002,Análise do processo de produção de hidromel,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_An_lise_do_processo_de_produ__o_de_hidromel.pdf
BR-FED-0002,Análise do processo de logística reversa: estudo de caso da devolução em um centro de distribuição de bebidas,C:\Users\Vicente\prismaid\prismaid\projects\data_mining\downloads\BR-FED-0002_An_lise_do_processo_de_log_stica_reversa__estudo_d.pdf
